department,course_title,meeting_type,weekdays,start_time,end_time,class_time,room,building
ECO,Econometrics,lecture,TR,0940,1055,0940 - 1055am,2198,Chambers Building
ECO,Introduction to Accounting,lecture,MWF,0830,0920,0830 - 0920am,3155,Chambers Building
ECO,Introduction to Accounting,lecture,MWF,1030,1120,1030 - 1120am,146,Dana Science Building
ECO,Intermediate Accounting,lecture,MWF,1230,1320,1230 - 0120pm,146,Dana Science Building
ECO,Introduction to Finance,lecture,TR,0815,0930,0815 - 0930am,1006,Chambers Building
ECO,Environ & Nat Resour Economics,lecture,TR,1340,1455,0140 - 0255pm,3106,Chambers Building
ECO,Economics of Gender & Family,lecture,MWF,1230,1320,1230 - 0120pm,HANCE,Chambers Building
ECO,Financial Economics,lecture,MWF,1330,1420,0130 - 0220pm,1003,Chambers Building
ECO,Economics of Mining & Sust Dev,lecture,TR,1505,1620,0305 - 0420pm,3155,Chambers Building
ECO,Religion and Economics,lecture,MWF,0930,1020,0930 - 1020am,3068,Chambers Building
ECO,Int'l Political Economy,lecture,MW,1430,1545,0230 - 0345pm,3106,Chambers Building
ECO,Concentrated Factor Pricing,lecture,,,,TBA ,,
ECO,Game Theory&Strategic Behavior,lecture,,,,TBA ,,
ECO,Advanced Game Theory,lecture,,,,TBA ,,
ECO,Tourism & Economic Development,lecture,,,,TBA ,,
ECO,Health Economics,lecture,MWF,1030,1120,1030 - 1120am,3068,Chambers Building
ECO,Sports Economics,lecture,MWF,1130,1220,1130 - 1220pm,119,Watson Life Sciences Building
ECO,International Trade,lecture,TR,1340,1455,0140 - 0255pm,146,Dana Science Building
ECO,Forecasting,lecture,MWF,1230,1320,1230 - 0120pm,1096,Chambers Building
ECO,Shareholder Activism,lecture,,,,TBA ,,
ECO,Advanced Causal Inference,lecture,,,,TBA ,,
ECO,Geopolitical Uncertainty & M&A,lecture,,,,TBA ,,
ECO,Contemporary Economic Issues,lecture,MW,1430,1545,0230 - 0345pm,1045,Chambers Building
ECO,Beckerian Economics,lecture,MW,1430,1545,0230 - 0345pm,3084,Chambers Building
ECO,Topics in Public Policy,lecture,MW,1430,1545,0230 - 0345pm,1006,Chambers Building
ECO,Topics in Corporate Finance,lecture,MW,1430,1545,0230 - 0345pm,3196,Chambers Building
ECO,Honors Research,lecture,MW,1430,1545,0230 - 0345pm,B027,Chambers Building
EDU,Intro to Philosophy of Educ,lecture,MWF,0930,1020,0930 - 1020am,2068,Chambers Building
EDU,Comp & International Education,lecture,TR,0940,1055,0940 - 1055am,117,Visual Arts Center
EDU,Oppression & Education,lecture,MWF,0830,0920,0830 - 0920am,1003,Chambers Building
EDU,Intro to Education Policy,lecture,TR,0815,0930,0815 - 0930am,1003,Chambers Building
EDU,Intro to Education Policy,lecture,TR,1215,1330,1215 - 0130pm,3084,Chambers Building
EDU,Theory of Sports Coaching,lecture,MWF,1130,1220,1130 - 1220pm,2068,Chambers Building
EDU,Theory of Sports Coaching,lecture,,,,TBA ,,
EDU,Social Stratification in HE,lecture,M,1330,1620,0130 - 0420pm,310,Watson Life Sciences Building
EDU,NC's Education System,lecture,,,,TBA ,,
EDU,IND. Study- First Gen Students,lecture,,,,TBA ,,
EDU,Independent Study in Education,lecture,,,,TBA ,,
EDU,Dir Field Placement-Education,lecture,MW,1430,1545,0230 - 0345pm,157,Watson Life Sciences Building
EDU,Capstone,lecture,F,1330,1620,0130 - 0420pm,3068,Chambers Building
EDU,Education for Leadership,lecture,TR,1215,1330,1215 - 0130pm,3068,Chambers Building
EDU,Child Psychopathology,lecture,TR,0815,0930,0815 - 0930am,320,Wall Academic Center
EDU,Educational Psychology,lecture,MWF,1530,1620,0330 - 0420pm,109,Watson Life Sciences Building
EDU,Learning,lecture,TR,1340,1455,0140 - 0255pm,243,Wall Academic Center
EDU,Social Statistics,lecture,MWF,0930,1020,0930 - 1020am,247,Watson Life Sciences Building
ENG,W. E. B. Du Bois at Large,lecture,TR,0815,0930,0815 - 0930am,3187,Chambers Building
ENG,Electronic Literature,lecture,MWF,1330,1420,0130 - 0220pm,109,Watson Life Sciences Building
ENG,Literature & Medicine,lecture,TR,0815,0930,0815 - 0930am,HANCE,Chambers Building
ENG,History of Nature Writing,lecture,MWF,0830,0920,0830 - 0920am,157,Watson Life Sciences Building
ENG,Caribbean Literature,lecture,MWF,0930,1020,0930 - 1020am,109,Watson Life Sciences Building
ENG,Intro to Creative Nonfiction,lecture,T,1340,1620,0140 - 0420pm,111,Cunningham Fine Arts
ENG,Introduction-Writing Poetry,lecture,TR,1215,1330,1215 - 0130pm,2198,Chambers Building
ENG,Intro to Writing Fiction,lecture,M,1330,1620,0130 - 0420pm,140,Watson Life Sciences Building
ENG,Intro to Screenwriting,lecture,T,1340,1620,0140 - 0420pm,153,Dana Science Building
ENG,Word-Art,lecture,TR,0940,1055,0940 - 1055am,2068,Chambers Building
ENG,Literary Analysis,lecture,TR,1340,1455,0140 - 0255pm,109,Watson Life Sciences Building
ENG,Literary Analysis,lecture,MWF,1130,1220,1130 - 1220pm,2084,Chambers Building
ENG,American Literature,lecture,MWF,0930,1020,0930 - 1020am,1027,Chambers Building
ENG,World Literatures,lecture,MWF,1130,1220,1130 - 1220pm,3196,Chambers Building
ENG,Advanced Screenwriting,lecture,R,1340,1620,0140 - 0420pm,1086,Chambers Building
ENG,Forms & Theories of Fiction,lecture,R,1340,1620,0140 - 0420pm,3068,Chambers Building
ENG,Illness Narratives,lecture,MWF,1230,1320,1230 - 0120pm,1003,Chambers Building
ENG,History of the Novel,lecture,MWF,1030,1120,1030 - 1120am,3084,Chambers Building
ENG,Literary Criticism and Theory,lecture,W,1330,1620,0130 - 0420pm,140,Watson Life Sciences Building
ENG,True Crime,lecture,M,1330,1620,0130 - 0420pm,111,Cunningham Fine Arts
ENG,Long Eighteenth-Century Gothic,lecture,M,1330,1620,0130 - 0420pm,3187,Chambers Building
ENG,Brilliant Exiles,lecture,T,1340,1620,0140 - 0420pm,3068,Chambers Building
ENG,Senior Honors Thesis,lecture,TR,0940,1055,0940 - 1055am,147,Watson Life Sciences Building
ENG,Advanced Filmmaking,lecture,R,1340,1620,0140 - 0420pm,212,Visual Arts Center
ENG,Theory & Prac Literature,lecture,W,1330,1620,0130 - 0420pm,3187,Chambers Building
ENG,War & Peace: Tolstoy,lecture,T,1340,1620,0140 - 0420pm,2209,Chambers Building
ENV,"Science, Policy, and Society",lecture,MWF,1030,1120,1030 - 1120am,109,Cunningham Fine Arts
ENV,Bioarchaeology,lecture,MWF,0930,1020,0930 - 1020am,2198,Chambers Building
ENV,Marine Biology,lecture,MWF,1330,1420,0130 - 0220pm,210,Wall Academic Center
ENV,Biostats for Life Scientists,lecture,TR,0815,0930,0815 - 0930am,106,Wall Academic Center
ENV,Biostats for Life Scientists,lecture,TR,1340,1455,0140 - 0255pm,106,Wall Academic Center
ENV,Biostats for Life Scientists,lecture,TR,0940,1055,0940 - 1055am,380,Wall Academic Center
ENV,Stats & Basic Econometrics,second meeting time,T,1340,1455,0140 - 0255pm,2187,Chambers Building
ENV,Stats & Basic Econometrics,lecture,MWF,0930,1020,0930 - 1020am,2084,Chambers Building
ENV,Stats & Basic Econometrics,second meeting time,T,1505,1620,0305 - 0420pm,2068,Chambers Building
ENV,Stats & Basic Econometrics,lecture,MWF,1130,1220,1130 - 1220pm,2234,Chambers Building
ENV,Environ & Nat Resour Economics,lecture,TR,1340,1455,0140 - 0255pm,3106,Chambers Building
ENV,Economics of Mining & Sust Dev,lecture,TR,1505,1620,0305 - 0420pm,3155,Chambers Building
ENV,Environmental Science +Lab,second meeting time,W,1330,1620,0130 - 0420pm,116,Wall Academic Center
ENV,Environmental Science +Lab,lecture,TR,0940,1055,0940 - 1055am,106,Wall Academic Center
ENV,Environmental Science +Lab,second meeting time,W,1330,1620,0130 - 0420pm,116,Wall Academic Center
ENV,Environmental Science +Lab,lecture,TR,0940,1055,0940 - 1055am,106,Wall Academic Center
ENV,Environmental Science +Lab,second meeting time,R,1340,1620,0140 - 0420pm,116,Wall Academic Center
ENV,Environmental Science +Lab,lecture,TR,0940,1055,0940 - 1055am,106,Wall Academic Center
ENV,Environmental Science +Lab,second meeting time,R,1340,1620,0140 - 0420pm,116,Wall Academic Center
ENV,Environmental Science +Lab,lecture,TR,0940,1055,0940 - 1055am,106,Wall Academic Center
ENV,Environmental Science +Lab,second meeting time,M,1330,1620,0130 - 0420pm,116,Wall Academic Center
ENV,Environmental Science +Lab,lecture,TR,0815,0930,0815 - 0930am,109,Watson Life Sciences Building
ENV,Environmental Science +Lab,second meeting time,M,1330,1620,0130 - 0420pm,116,Wall Academic Center
ENV,Environmental Science +Lab,lecture,TR,0815,0930,0815 - 0930am,109,Watson Life Sciences Building
ENV,Environmental Science +Lab,second meeting time,T,1340,1620,0140 - 0420pm,116,Wall Academic Center
ENV,Environmental Science +Lab,lecture,TR,0815,0930,0815 - 0930am,109,Watson Life Sciences Building
ENV,Environmental Science +Lab,second meeting time,T,1340,1620,0140 - 0420pm,116,Wall Academic Center
ENV,Environmental Science +Lab,lecture,TR,0815,0930,0815 - 0930am,109,Watson Life Sciences Building
ENV,Environmental Social Sciences,lecture,MWF,0930,1020,0930 - 1020am,119,Watson Life Sciences Building
ENV,Environmental Humanities,lecture,TR,1505,1620,0305 - 0420pm,109,Watson Life Sciences Building
ENV,Climate Systems,lecture,MW,1430,1545,0230 - 0345pm,100,Sloan Music Building
ENV,Physical Geography of the SE,lecture,MWF,1030,1120,1030 - 1120am,157,Watson Life Sciences Building
ENV,Intro to Interdisciplinary GIS,lecture,MW,0805,0920,0805 - 0920am,247,Watson Life Sciences Building
ENV,Intro to Interdisciplinary GIS,lecture,TR,1215,1330,1215 - 0130pm,247,Watson Life Sciences Building
ENV,"Pol Ecol:People, Power, Planet",lecture,MWF,1330,1420,0130 - 0220pm,157,Watson Life Sciences Building
ENV,"Art, Activism & Environment",lecture,TR,1340,1455,0140 - 0255pm,147,Watson Life Sciences Building
ENV,Independent Study,lecture,,,,TBA ,,
ENV,Independent Study,lecture,,,,TBA ,,
ENV,Local Env Governance,lecture,MWF,1130,1220,1130 - 1220pm,147,Watson Life Sciences Building
ENV,Natural Hazards,lecture,TR,0940,1055,0940 - 1055am,310,Watson Life Sciences Building
ENV,Voices of the Earth,lecture,MWF,1230,1320,1230 - 0120pm,140,Watson Life Sciences Building
ENV,Environmental Justice Art,lecture,W,1330,1620,0130 - 0420pm,251,Wall Academic Center
ENV,Independent Research,lecture,,,,TBA ,,
ENV,Environmental Studies Seminar,lecture,TR,1505,1620,0305 - 0420pm,210,Wall Academic Center
ENV,Environmental Studies Seminar,lecture,TR,1505,1620,0305 - 0420pm,210,Wall Academic Center
ENV,Independent Research,lecture,,,,TBA ,,
ENV,Honors Research,lecture,,,,TBA ,,
ENV,Thesis Research,lecture,,,,TBA ,,
ENV,Thesis Research,lecture,,,,TBA ,,
ENV,Thesis Research,lecture,,,,TBA ,,
ENV,Honors Research,lecture,,,,TBA ,,
ENV,Honors Research,lecture,,,,TBA ,,
ENV,Thesis Research,lecture,,,,TBA ,,
ENV,Local Env Governance,lecture,MWF,1130,1220,1130 - 1220pm,147,Watson Life Sciences Building
ENV,Global Environmental Politics,lecture,TR,1340,1455,0140 - 0255pm,3084,Chambers Building
ENV,Themes in Theology& Ethics:God,lecture,MWF,1230,1320,1230 - 0120pm,1046,Chambers Building
XPL,High Impact Experiential Lrnin,lecture,F,1330,1620,0130 - 0420pm,2234,Chambers Building
FMD,Introduction to Digital Art,lecture,TR,0940,1055,0940 - 1055am,212,Visual Arts Center
FMD,Introduction to Digital Art,lecture,TR,0940,1055,0940 - 1055am,212,Visual Arts Center
FMD,Advanced Digital Art,lecture,TR,1215,1330,1215 - 0130pm,212,Visual Arts Center
FMD,"Politics, Race, & US Media",lecture,TR,1340,1455,0140 - 0255pm,1027,Chambers Building
FMD,Programming & Problem Solving,lecture,MW,0805,0920,0805 - 0920am,132,Watson Life Sciences Building
FMD,Programming & Problem Solving,lecture,TR,0940,1055,0940 - 1055am,247,Watson Life Sciences Building
FMD,Programming & Problem Solving,lecture,TR,1505,1620,0305 - 0420pm,132,Watson Life Sciences Building
FMD,Dance on Screen,lecture,MWF,1230,1320,1230 - 0120pm,1086,Chambers Building
FMD,Intro to Digital Studies,lecture,MWF,1230,1320,1230 - 0120pm,109,Watson Life Sciences Building
FMD,Electronic Literature,lecture,MWF,1330,1420,0130 - 0220pm,109,Watson Life Sciences Building
FMD,"Technology, Knowledge & Wisdom",lecture,TR,0815,0930,0815 - 0930am,201,Sloan Music Building
FMD,Physical Computing,lecture,MW,1430,1545,0230 - 0345pm,212,Visual Arts Center
FMD,Radical Software,lecture,MWF,1130,1220,1130 - 1220pm,212,Visual Arts Center
FMD,Independent Study,lecture,,,,TBA ,,
FMD,Semantic Information Systems,lecture,,,,TBA ,,
FMD,Intro to Screenwriting,lecture,T,1340,1620,0140 - 0420pm,153,Dana Science Building
FMD,Advanced Screenwriting,lecture,R,1340,1620,0140 - 0420pm,1086,Chambers Building
FMD,Animation,lecture,,,,TBA ,,
FMD,Filmmaking,lecture,T,1340,1620,0140 - 0420pm,212,Visual Arts Center
FMD,American Indie Cinema,lecture,TR,1215,1330,1215 - 0130pm,140,Watson Life Sciences Building
FMD,Advanced Filmmaking,lecture,R,1340,1620,0140 - 0420pm,212,Visual Arts Center
FMD,A Genre for Gender: Québec Com,lecture,TR,1215,1330,1215 - 0130pm,1046,Chambers Building
FMD,Hollywood Alternatives,lecture,MWF,1330,1420,0130 - 0220pm,1086,Chambers Building
FMD,Film Music,lecture,TR,1340,1455,0140 - 0255pm,B011,Sloan Music Building
FMD,Adv Film Music,lecture,TR,1340,1455,0140 - 0255pm,B011,Sloan Music Building
FMD,Contemp Latin American Cinema,lecture,TR,1340,1455,0140 - 0255pm,3198,Chambers Building
FRE,Elementary French II,lecture,MWF,1030,1120,1030 - 1120am,3187,Chambers Building
FRE,Elementary French II,lecture,MWF,1130,1220,1130 - 1220pm,3187,Chambers Building
FRE,Intermed Fre/Davidson Exposure,lecture,MWF,1030,1120,1030 - 1120am,3198,Chambers Building
FRE,Intermediate French II,lecture,TR,0940,1055,0940 - 1055am,1046,Chambers Building
FRE,Francophone Humanities,lecture,MW,1430,1545,0230 - 0345pm,1046,Chambers Building
FRE,France in the Headlines,lecture,TR,1340,1455,0140 - 0255pm,3234,Chambers Building
FRE,Indep Study for Non-Majors,lecture,,,,TBA ,,
FRE,The Algerian Revolution,lecture,TR,1505,1620,0305 - 0420pm,3198,Chambers Building
FRE,A Genre for Gender: Québec Com,lecture,TR,1215,1330,1215 - 0130pm,1046,Chambers Building
FRE,Independent Study for Majors,lecture,,,,TBA ,,
FRE,Honors Project 2,lecture,,,,TBA ,,
FRE,French Honors Thesis,lecture,,,,TBA ,,
GSS,"Race, Gender, and Tourism ",lecture,MW,1430,1545,0230 - 0345pm,3209,Chambers Building
GSS,Black Sexual Geographies,lecture,TR,1505,1620,0305 - 0420pm,109,Cunningham Fine Arts
GSS,Decolonizing Develop in Africa,lecture,T,1340,1620,0140 - 0420pm,1006,Chambers Building
GSS,Compar Neuroendocrinology +Lab,second meeting time,W,1330,1620,0130 - 0420pm,143,Wall Academic Center
GSS,Compar Neuroendocrinology +Lab,lecture,TR,1215,1330,1215 - 0130pm,243,Wall Academic Center
GSS,Compar Neuroendocrinology +Lab,second meeting time,R,1340,1620,0140 - 0420pm,143,Wall Academic Center
GSS,Compar Neuroendocrinology +Lab,lecture,TR,1215,1330,1215 - 0130pm,243,Wall Academic Center
GSS,Animal Behavior +Lab,second meeting time,W,1330,1620,0130 - 0420pm,149,Wall Academic Center
GSS,Animal Behavior +Lab,lecture,TR,1215,1330,1215 - 0130pm,210,Wall Academic Center
GSS,Animal Behavior +Lab,second meeting time,R,1340,1620,0140 - 0420pm,149,Wall Academic Center
GSS,Animal Behavior +Lab,lecture,TR,1215,1330,1215 - 0130pm,210,Wall Academic Center
GSS,"Genetics, Gender, Disability",lecture,MW,1430,1545,0230 - 0345pm,243,Wall Academic Center
GSS,Engendering Chinese Cinema,lecture,W,1330,1620,0130 - 0420pm,3068,Chambers Building
GSS,Economics of Gender & Family,lecture,MWF,1230,1320,1230 - 0120pm,HANCE,Chambers Building
GSS,Oppression & Education,lecture,MWF,0830,0920,0830 - 0920am,1003,Chambers Building
GSS,Literary Analysis,lecture,TR,1340,1455,0140 - 0255pm,109,Watson Life Sciences Building
GSS,Literary Analysis,lecture,MWF,1130,1220,1130 - 1220pm,2084,Chambers Building
GSS,History of the Novel,lecture,MWF,1030,1120,1030 - 1120am,3084,Chambers Building
GSS,Literary Criticism and Theory,lecture,W,1330,1620,0130 - 0420pm,140,Watson Life Sciences Building
GSS,Brilliant Exiles,lecture,T,1340,1620,0140 - 0420pm,3068,Chambers Building
GSS,A Genre for Gender: Québec Com,lecture,TR,1215,1330,1215 - 0130pm,1046,Chambers Building
GSS,Intro to Gender & Sexuality,lecture,MWF,1030,1120,1030 - 1120am,1027,Chambers Building
GSS,Feminist & Queer Theories,lecture,TR,1505,1620,0305 - 0420pm,3209,Chambers Building
GSS,Trans Studies,lecture,MWF,1230,1320,1230 - 0120pm,3068,Chambers Building
GSS,"Sex, Love & Relationships",lecture,TR,0815,0930,0815 - 0930am,147,Watson Life Sciences Building
GSS,"Sex, Law & Modernity",lecture,TR,1215,1330,1215 - 0130pm,2187,Chambers Building
GSS,Queer Disability Studies,lecture,MW,1430,1545,0230 - 0345pm,320,Wall Academic Center
GSS,Matters of Life & Death,lecture,T,1340,1620,0140 - 0420pm,101,EU Hall
GSS,Third World Feminisms,lecture,,,,TBA ,,
GSS,Neoliberalism's Global History,lecture,M,1330,1620,0130 - 0420pm,2196,Chambers Building
GSS,"Sex, Power & Religion in Latin",lecture,TR,1340,1455,0140 - 0255pm,1015,Chambers Building
GSS,Intro to Research Methods,second meeting time,W,1430,1545,0230 - 0345pm,B05,Wall Academic Center
GSS,Intro to Research Methods,lecture,MWF,1030,1120,1030 - 1120am,B05,Wall Academic Center
GSS,Intro to Research Methods,second meeting time,R,1505,1620,0305 - 0420pm,B05,Wall Academic Center
GSS,Intro to Research Methods,lecture,MWF,1130,1220,1130 - 1220pm,B05,Wall Academic Center
GSS,Women In US Politics,lecture,M,1330,1620,0130 - 0420pm,108,Visual Arts Center
GSS,Psy Research: Social Psy,second meeting time,W,0830,1020,0830 - 1020am,228,Wall Academic Center
GSS,Psy Research: Social Psy,lecture,TR,1215,1330,1215 - 0130pm,106,Wall Academic Center
GSS,Psy Research: Social Psy,second meeting time,W,0830,1020,0830 - 1020am,228,Wall Academic Center
GSS,Psy Research: Social Psy,lecture,TR,1215,1330,1215 - 0130pm,106,Wall Academic Center
GSS,Psy Research: Social Psy,second meeting time,W,1030,1220,1030 - 1220pm,228,Wall Academic Center
GSS,Psy Research: Social Psy,lecture,TR,1215,1330,1215 - 0130pm,106,Wall Academic Center
GSS,Psy Research: Social Psy,second meeting time,W,1030,1220,1030 - 1220pm,228,Wall Academic Center
GSS,Psy Research: Social Psy,lecture,TR,1215,1330,1215 - 0130pm,106,Wall Academic Center
GSS,Adv Sem:Gender&Psychopathology,lecture,TR,0815,0930,0815 - 0930am,243,Wall Academic Center
GSS,Adv Sem:Gender&Psychopathology,lecture,TR,0815,0930,0815 - 0930am,243,Wall Academic Center
GSS,What is religion good for?,lecture,MW,1430,1545,0230 - 0345pm,2209,Chambers Building
GSS,Social Statistics,lecture,MWF,0930,1020,0930 - 1020am,247,Watson Life Sciences Building
GSS,Men and Masculinities,lecture,W,1330,1620,0130 - 0420pm,310,Watson Life Sciences Building
GSS,Survey Research Methods,lecture,TR,1340,1455,0140 - 0255pm,2084,Chambers Building
GSS,Hispanic Humanities I,lecture,TR,1340,1455,0140 - 0255pm,2198,Chambers Building
GSS,Hispanic Humanities II,lecture,TR,0940,1055,0940 - 1055am,3187,Chambers Building
GSS,Hispanic Humanities II,lecture,TR,1215,1330,1215 - 0130pm,3198,Chambers Building
GSS,Special Topics (post-1800),lecture,TR,1215,1330,1215 - 0130pm,3187,Chambers Building
IGEN,Genetics +Lab,second meeting time,T,0815,1055,0815 - 1055am,316,Wall Academic Center
IGEN,Genetics +Lab,lecture,MWF,0930,1020,0930 - 1020am,320,Wall Academic Center
IGEN,Genetics +Lab,second meeting time,T,1340,1620,0140 - 0420pm,316,Wall Academic Center
IGEN,Genetics +Lab,lecture,MWF,0930,1020,0930 - 1020am,320,Wall Academic Center
IGEN,Microbiology +Lab,second meeting time,T,1340,1620,0140 - 0420pm,218,Wall Academic Center
IGEN,Microbiology +Lab,lecture,MWF,1230,1320,1230 - 0120pm,210,Wall Academic Center
IGEN,Microbiology +Lab,second meeting time,W,1330,1620,0130 - 0420pm,218,Wall Academic Center
IGEN,Microbiology +Lab,lecture,MWF,1230,1320,1230 - 0120pm,210,Wall Academic Center
IGEN,Biostats for Life Scientists,lecture,TR,0815,0930,0815 - 0930am,106,Wall Academic Center
IGEN,Biostats for Life Scientists,lecture,TR,1340,1455,0140 - 0255pm,106,Wall Academic Center
IGEN,Biostats for Life Scientists,lecture,TR,0940,1055,0940 - 1055am,380,Wall Academic Center
IGEN,Biochemistry +Lab,second meeting time,W,1330,1620,0130 - 0420pm,316,Wall Academic Center
IGEN,Biochemistry +Lab,lecture,MWF,1030,1120,1030 - 1120am,100,Sloan Music Building
IGEN,Biochemistry +Lab,second meeting time,R,1340,1620,0140 - 0420pm,316,Wall Academic Center
IGEN,Biochemistry +Lab,lecture,MWF,1030,1120,1030 - 1120am,100,Sloan Music Building
IGEN,Genomics,lecture,MWF,0930,1020,0930 - 1020am,210,Wall Academic Center
IGEN,Laboratory Methods in Genomics,lecture,TR,0940,1055,0940 - 1055am,B05,Wall Academic Center
IGEN,Intro to Biological Chem +Lab,second meeting time,M,1330,1620,0130 - 0420pm,335,Wall Academic Center
IGEN,Intro to Biological Chem +Lab,lecture,TR,1215,1330,1215 - 0130pm,157,Watson Life Sciences Building
IGEN,Intro to Biological Chem +Lab,second meeting time,T,1340,1620,0140 - 0420pm,335,Wall Academic Center
IGEN,Intro to Biological Chem +Lab,lecture,TR,1215,1330,1215 - 0130pm,157,Watson Life Sciences Building
IGEN,Quantm Chem & Spectroscopy+Lab,second meeting time,M,1330,1620,0130 - 0420pm,351,Wall Academic Center
IGEN,Quantm Chem & Spectroscopy+Lab,lecture,MWF,0830,0920,0830 - 0920am,243,Wall Academic Center
IGEN,Quantm Chem & Spectroscopy+Lab,second meeting time,T,1340,1620,0140 - 0420pm,351,Wall Academic Center
IGEN,Quantm Chem & Spectroscopy+Lab,lecture,MWF,0830,0920,0830 - 0920am,243,Wall Academic Center
IGEN,Organic Spectroscopy,lecture,MWF,1230,1320,1230 - 0120pm,307,Wall Academic Center
IGEN,Sem in Biological Chemistry,lecture,TR,1215,1330,1215 - 0130pm,1096,Chambers Building
IGEN,Seminar in Organic Chemistry,lecture,MWF,1130,1220,1130 - 1220pm,307,Wall Academic Center
IGEN,Discrete Structures,lecture,TR,0940,1055,0940 - 1055am,243,Watson Life Sciences Building
IGEN,Data Structures,lecture,MWF,0930,1020,0930 - 1020am,132,Watson Life Sciences Building
IGEN,Data Structures,lecture,MWF,1030,1120,1030 - 1120am,132,Watson Life Sciences Building
IGEN,Data Structures,lecture,MWF,1330,1420,0130 - 0220pm,132,Watson Life Sciences Building
IGEN,Analysis of Algorithms,lecture,TR,0815,0930,0815 - 0930am,2234,Chambers Building
IGEN,Data Visualization,lecture,MW,1430,1545,0230 - 0345pm,247,Watson Life Sciences Building
IGEN,Mathematical Modeling,lecture,MWF,1230,1320,1230 - 0120pm,3155,Chambers Building
IGEN,Mathematical Modeling,lecture,MWF,1330,1420,0130 - 0220pm,3155,Chambers Building
IGEN,Mathematical Statistics,lecture,TR,0940,1055,0940 - 1055am,2234,Chambers Building
IGEN,Learning,lecture,TR,1340,1455,0140 - 0255pm,243,Wall Academic Center
IGEN,Psy Res:Perception & Attention,second meeting time,T,1340,1620,0140 - 0420pm,307,Wall Academic Center
IGEN,Psy Res:Perception & Attention,lecture,MWF,1430,1520,0230 - 0320pm,106,Wall Academic Center
IGEN,Psy Res:Perception & Attention,second meeting time,T,1340,1620,0140 - 0420pm,307,Wall Academic Center
IGEN,Psy Res:Perception & Attention,lecture,MWF,1430,1520,0230 - 0320pm,106,Wall Academic Center
IGEN,Functional Neuroanatomy,lecture,W,1330,1620,0130 - 0420pm,307,Wall Academic Center
GER,What is German? II,lecture,MWF,1130,1220,1130 - 1220pm,2187,Chambers Building
GER,German Stories & Histories II,lecture,MWF,0930,1020,0930 - 1020am,3187,Chambers Building
GER,Hollywood Alternatives,lecture,MWF,1330,1420,0130 - 0220pm,1086,Chambers Building
GER,Memory and Belonging I,lecture,MWF,1230,1320,1230 - 0120pm,3209,Chambers Building
GER,Hannah Arendt,lecture,TR,0815,0930,0815 - 0930am,1045,Chambers Building
GER,"Gropius, Bauhaus, Modernism",lecture,,,,TBA ,,
GER,Wanderlust,lecture,W,1330,1620,0130 - 0420pm,2234,Chambers Building
GER,German Colonialism,lecture,,,,TBA ,,
GER,Theory & Prac Literature,lecture,W,1330,1620,0130 - 0420pm,3187,Chambers Building
LIT,W. E. B. Du Bois at Large,lecture,TR,0815,0930,0815 - 0930am,3187,Chambers Building
LIT,Electronic Literature,lecture,MWF,1330,1420,0130 - 0220pm,109,Watson Life Sciences Building
LIT,Literary Analysis,lecture,TR,1340,1455,0140 - 0255pm,109,Watson Life Sciences Building
LIT,Literary Analysis,lecture,MWF,1130,1220,1130 - 1220pm,2084,Chambers Building
LIT,American Literature,lecture,MWF,0930,1020,0930 - 1020am,1027,Chambers Building
LIT,World Literatures,lecture,MWF,1130,1220,1130 - 1220pm,3196,Chambers Building
LIT,History of the Novel,lecture,MWF,1030,1120,1030 - 1120am,3084,Chambers Building
LIT,Literary Criticism and Theory,lecture,W,1330,1620,0130 - 0420pm,140,Watson Life Sciences Building
LIT,Long Eighteenth-Century Gothic,lecture,M,1330,1620,0130 - 0420pm,3187,Chambers Building
LIT,Brilliant Exiles,lecture,T,1340,1620,0140 - 0420pm,3068,Chambers Building
LIT,Francophone Humanities,lecture,MW,1430,1545,0230 - 0345pm,1046,Chambers Building
LIT,The Algerian Revolution,lecture,TR,1505,1620,0305 - 0420pm,3198,Chambers Building
LIT,New Testament Greek,lecture,MWF,1130,1220,1130 - 1220pm,101,EU Hall
LIT,Adv. New Testament Greek,lecture,MWF,1130,1220,1130 - 1220pm,101,EU Hall
LIT,Feminist & Queer Theories,lecture,TR,1505,1620,0305 - 0420pm,3209,Chambers Building
LIT,Pastoral Poetry,lecture,MWF,1030,1120,1030 - 1120am,1086,Chambers Building
LIT,Adv Pastoral Poetry,lecture,MWF,1030,1120,1030 - 1120am,1086,Chambers Building
LIT,Post-Colonial Lit & Theory,lecture,,,,TBA ,,
LIT,Theory & Prac Literature,lecture,W,1330,1620,0130 - 0420pm,3187,Chambers Building
LIT,What is religion good for?,lecture,MW,1430,1545,0230 - 0345pm,2209,Chambers Building
LIT,War & Peace: Tolstoy,lecture,T,1340,1620,0140 - 0420pm,2209,Chambers Building
LIT,Hispanic Humanities I,lecture,TR,1340,1455,0140 - 0255pm,2198,Chambers Building
LIT,Hispanic Humanities II,lecture,TR,0940,1055,0940 - 1055am,3187,Chambers Building
LIT,Hispanic Humanities II,lecture,TR,1215,1330,1215 - 0130pm,3198,Chambers Building
GRE,IntensAncientGreek (2 credits),second meeting time,TR,1215,1330,1215 - 0130pm,2209,Chambers Building
GRE,IntensAncientGreek (2 credits),second meeting time,MWF,1230,1320,1230 - 0120pm,1015,Chambers Building
GRE,New Testament Greek,lecture,MWF,1130,1220,1130 - 1220pm,101,EU Hall
