department,course_title,meeting_type,weekdays,start_time,end_time,class_time,room,building
PSY,Psy Research: Social Psy,second meeting time,W,0830,1020,0830 - 1020am,228,Wall Academic Center
PSY,Psy Research: Social Psy,lecture,TR,1215,1330,1215 - 0130pm,106,Wall Academic Center
PSY,Psy Research: Social Psy,second meeting time,W,0830,1020,0830 - 1020am,228,Wall Academic Center
PSY,Psy Research: Social Psy,lecture,TR,1215,1330,1215 - 0130pm,106,Wall Academic Center
PSY,Psy Research: Social Psy,second meeting time,W,1030,1220,1030 - 1220pm,228,Wall Academic Center
PSY,Psy Research: Social Psy,lecture,TR,1215,1330,1215 - 0130pm,106,Wall Academic Center
PSY,Psy Research: Social Psy,second meeting time,W,1030,1220,1030 - 1220pm,228,Wall Academic Center
PSY,Psy Research: Social Psy,lecture,TR,1215,1330,1215 - 0130pm,106,Wall Academic Center
PSY,Functional Neuroanatomy,lecture,W,1330,1620,0130 - 0420pm,307,Wall Academic Center
PSY,"Music, Nostalgia, and Memory",lecture,,,,TBA ,,
PSY,Adv Sem:Gender&Psychopathology,lecture,TR,0815,0930,0815 - 0930am,243,Wall Academic Center
PSY,Adv Sem:Gender&Psychopathology,lecture,TR,0815,0930,0815 - 0930am,243,Wall Academic Center
PSY,Adv Sem: Med Rehab Disability,lecture,TR,0940,1055,0940 - 1055am,109,Watson Life Sciences Building
PSY,Adv Sem:Clinical Neuropsych,lecture,M,1330,1620,0130 - 0420pm,307,Wall Academic Center
PSY,Adv Sem: Clinical Neuropsych,lecture,M,1330,1640,0130 - 0440pm,307,Wall Academic Center
PSY,Senior Thesis,lecture,,,,TBA ,,
PSY,Senior Thesis,lecture,,,,TBA ,,
PSY,Senior Thesis,lecture,,,,TBA ,,
PSY,Senior Thesis,lecture,,,,TBA ,,
PSY,Senior Thesis,lecture,,,,TBA ,,
PSY,Issues in Psychology,lecture,TR,0940,1055,0940 - 1055am,307,Wall Academic Center
PSY,Issues in Psychology,lecture,TR,1215,1330,1215 - 0130pm,307,Wall Academic Center
PSY,Issues in Psychology,lecture,TR,1340,1455,0140 - 0255pm,119,Watson Life Sciences Building
PSY,The Bilingual Mind,lecture,MWF,0930,1020,0930 - 1020am,2187,Chambers Building
PBH,Human Form and Function +Lab,second meeting time,M,1330,1620,0130 - 0420pm,118,Wall Academic Center
PBH,Human Form and Function +Lab,lecture,TR,0940,1055,0940 - 1055am,3106,Chambers Building
PBH,Human Form and Function +Lab,second meeting time,T,1340,1620,0140 - 0420pm,118,Wall Academic Center
PBH,Human Form and Function +Lab,lecture,TR,0940,1055,0940 - 1055am,3106,Chambers Building
PBH,Parasites and Pathogens,lecture,TR,0940,1055,0940 - 1055am,100,Sloan Music Building
PBH,Antiracist Physiol & Medicine,lecture,TR,1215,1330,1215 - 0130pm,320,Wall Academic Center
PBH,"Molec, Cell, Neurobio Research",lecture,MWF,1330,1420,0130 - 0220pm,243,Wall Academic Center
PBH,Biology of Cancer,lecture,TR,0815,0930,0815 - 0930am,3234,Chambers Building
PBH,Biology of Cancer,lecture,TR,0940,1055,0940 - 1055am,3234,Chambers Building
PBH,Maternal & Fetal Health,lecture,TR,1215,1330,1215 - 0130pm,2234,Chambers Building
PBH,Movement Lab,lecture,MW,0930,1120,0930 - 1120am,1100,Baker Sports Complex
PBH,Illness Narratives,lecture,MWF,1230,1320,1230 - 0120pm,1003,Chambers Building
PBH,Introduction to Public Health,lecture,MWF,1030,1120,1030 - 1120am,2084,Chambers Building
PBH,Intro to Clinical Ethics,lecture,TR,0815,0930,0815 - 0930am,109,Cunningham Fine Arts
PBH,Public Health Methods,lecture,MWF,1430,1520,0230 - 0320pm,109,Watson Life Sciences Building
PBH,Introduction to Global Health,lecture,MW,0805,0920,0805 - 0920am,109,Watson Life Sciences Building
PBH,Intro to Epidemiology,lecture,T,0815,1055,0815 - 1055am,3198,Chambers Building
PBH,Water and Health,lecture,MW,1430,1545,0230 - 0345pm,119,Watson Life Sciences Building
PBH,Health Psychology,lecture,TR,0815,0930,0815 - 0930am,119,Watson Life Sciences Building
PBH,Abnormal Psychology,lecture,MWF,0830,0920,0830 - 0920am,320,Wall Academic Center
PBH,Child Psychopathology,lecture,TR,0815,0930,0815 - 0930am,320,Wall Academic Center
PBH,Adv Sem: Med Rehab Disability,lecture,TR,0940,1055,0940 - 1055am,109,Watson Life Sciences Building
PBH,Sociology of Disability,lecture,MWF,0830,0920,0830 - 0920am,3068,Chambers Building
REL,Religion in Latin America,lecture,MW,1430,1545,0230 - 0345pm,1096,Chambers Building
REL,Religion and Economics,lecture,MWF,0930,1020,0930 - 1020am,3068,Chambers Building
REL,Islam in America,lecture,MW,0805,0920,0805 - 0920am,101,EU Hall
REL,Religion and Philanthropy,lecture,TR,1215,1330,1215 - 0130pm,3106,Chambers Building
REL,Themes in Theology& Ethics:God,lecture,MWF,1230,1320,1230 - 0120pm,1046,Chambers Building
REL,Moral Reflection Perilous Wrld,lecture,TR,1340,1455,0140 - 0255pm,100,Sloan Music Building
REL,Religion & Economics,lecture,MWF,0930,1020,0930 - 1020am,3068,Chambers Building
REL,Hindu Gods and Goddesses,lecture,TR,1505,1620,0305 - 0420pm,1045,Chambers Building
REL,Buddhism,lecture,MWF,1330,1420,0130 - 0220pm,1006,Chambers Building
REL,What is religion good for?,lecture,MW,1430,1545,0230 - 0345pm,2209,Chambers Building
REL,Evangelical Women in America,lecture,,,,TBA ,,
REL,#Spiritual-But-Not-Religious,lecture,T,0815,1055,0815 - 1055am,108,Visual Arts Center
REL,Honors Thesis,lecture,,,,TBA ,,
RUS,Literary Analysis,lecture,TR,1340,1455,0140 - 0255pm,109,Watson Life Sciences Building
RUS,Literary Analysis,lecture,MWF,1130,1220,1130 - 1220pm,2084,Chambers Building
RUS,Russia: A Multinational Empire,lecture,TR,0815,0930,0815 - 0930am,3084,Chambers Building
RUS,Genocides in 20thC Eurasia,lecture,R,1340,1620,0140 - 0420pm,1096,Chambers Building
RUS,Theory & Prac Literature,lecture,W,1330,1620,0130 - 0420pm,3187,Chambers Building
RUS,Elementary Russian II,lecture,MWF,1030,1120,1030 - 1120am,3209,Chambers Building
RUS,Intermediate Russian II,lecture,MWF,1130,1220,1130 - 1220pm,3209,Chambers Building
RUS,Russia & the West,lecture,MWF,0830,0920,0830 - 0920am,3187,Chambers Building
RUS, Russian Mass Media,lecture,MWF,0930,1020,0930 - 1020am,3209,Chambers Building
RUS, Adv: Russian Mass Media,lecture,MWF,0930,1020,0930 - 1020am,3209,Chambers Building
RUS,War & Peace: Tolstoy,lecture,T,1340,1620,0140 - 0420pm,2209,Chambers Building
SOC,"Race, Policing, and Justice",lecture,TR,1340,1455,0140 - 0255pm,109,Cunningham Fine Arts
SOC,Oppression & Education,lecture,MWF,0830,0920,0830 - 0920am,1003,Chambers Building
SOC,Feminist & Queer Theories,lecture,TR,1505,1620,0305 - 0420pm,3209,Chambers Building
SOC,Trans Studies,lecture,MWF,1230,1320,1230 - 0120pm,3068,Chambers Building
SOC,"Sex, Love & Relationships",lecture,TR,0815,0930,0815 - 0930am,147,Watson Life Sciences Building
SOC,Queer Disability Studies,lecture,MW,1430,1545,0230 - 0345pm,320,Wall Academic Center
SOC,Latinx Citizenship,lecture,MWF,0930,1020,0930 - 1020am,1046,Chambers Building
SOC,Undocumented Immigration,lecture,TR,0940,1055,0940 - 1055am,1015,Chambers Building
SOC,Introduction to Global Health,lecture,MW,0805,0920,0805 - 0920am,109,Watson Life Sciences Building
SOC,Introductory Sociology,lecture,TR,0815,0930,0815 - 0930am,146,Dana Science Building
SOC,Society of Strangers,lecture,MWF,1030,1120,1030 - 1120am,140,Watson Life Sciences Building
SOC,Social Statistics,lecture,MWF,0930,1020,0930 - 1020am,247,Watson Life Sciences Building
SOC,Racial and Ethnic Relations,lecture,MWF,1130,1220,1130 - 1220pm,140,Watson Life Sciences Building
SOC,Sociology of Disability,lecture,MWF,0830,0920,0830 - 0920am,3068,Chambers Building
SOC,Social Movements,lecture,TR,1215,1330,1215 - 0130pm,2084,Chambers Building
SOC,Demography,lecture,TR,0940,1055,0940 - 1055am,140,Watson Life Sciences Building
SOC,Major Sociological Theorists,lecture,MWF,0830,0920,0830 - 0920am,1096,Chambers Building
SOC,Men and Masculinities,lecture,W,1330,1620,0130 - 0420pm,310,Watson Life Sciences Building
SOC,Survey Research Methods,lecture,TR,1340,1455,0140 - 0255pm,2084,Chambers Building
SOC,Lived (Dis)ability,lecture,,,,TBA ,,
SOC,Invstg Hidden Curriculum,lecture,M,1330,1620,0130 - 0420pm,3068,Chambers Building
SOC,Indep Research in Sociology,lecture,,,,TBA ,,
SOC,Independent Senior Thesis,lecture,,,,TBA ,,
SOC,Independent Senior Thesis,lecture,,,,TBA ,,
SOC,Honors Thesis:Caste & Marriage,lecture,,,,TBA ,,
SOU,Asian Art After 1000,lecture,TR,1215,1330,1215 - 0130pm,117,Visual Arts Center
SOU,The Arts Along the Silk Roads,lecture,MW,1430,1545,0230 - 0345pm,117,Visual Arts Center
SOU,From Agra to Istanbul,lecture,TR,1340,1455,0140 - 0255pm,117,Visual Arts Center
SOU,Odissi Dance Technique I,lecture,MW,1430,1620,0230 - 0420pm,1100,Baker Sports Complex
SOU,Dance on Screen,lecture,MWF,1230,1320,1230 - 0120pm,1086,Chambers Building
SOU,Making Modern South Asia,lecture,MWF,0830,0920,0830 - 0920am,2068,Chambers Building
SOU,Styles-South Asian Hip-Hop,lecture,TR,1505,1620,0305 - 0420pm,157,Watson Life Sciences Building
SOU,Styles-Bollywood,lecture,MW,1430,1545,0230 - 0345pm,B011,Sloan Music Building
SOU,Religious Music of South Asia,lecture,TR,1340,1455,0140 - 0255pm,157,Watson Life Sciences Building
SOU,Buddhism as Philosophy,lecture,MWF,0830,0920,0830 - 0920am,2084,Chambers Building
SOU,Islam in America,lecture,MW,0805,0920,0805 - 0920am,101,EU Hall
SOU,Hindu Gods and Goddesses,lecture,TR,1505,1620,0305 - 0420pm,1045,Chambers Building
SOU,Buddhism,lecture,MWF,1330,1420,0130 - 0220pm,1006,Chambers Building
SOU,Beginning Hindi,lecture,,,,TBA ,,
SOU,Intro to South Asian Studies,lecture,TR,0940,1055,0940 - 1055am,1006,Chambers Building
SIL,Beginning Dutch,lecture,,,,TBA ,,
SIL,Beginning Italian,lecture,,,,TBA ,,
SIL,Continuing Italian,lecture,,,,TBA ,,
SIL,Intermediate Italian,lecture,,,,TBA ,,
SIL,Beginning American Sign Lang,lecture,,,,TBA ,,
SIL,Continuing Amer Sign Lang,lecture,,,,TBA ,,
SIL,Beginning Korean,lecture,,,,TBA ,,
SIL,Continuing Korean,lecture,,,,TBA ,,
SIL,Beginning Modern Greek,lecture,,,,TBA ,,
SIL,Continuing Modern Greek,lecture,,,,TBA ,,
SIL,Beginning Vietnamese,lecture,,,,TBA ,,
SIL,Beginning Portuguese,lecture,,,,TBA ,,
SIL,Continuing Portuguese,lecture,,,,TBA ,,
SIL,Intermediate Portuguese,lecture,,,,TBA ,,
SIL,Beginning Hindi,lecture,,,,TBA ,,
SIL,Beginning Japanese,lecture,,,,TBA ,,
SIL,Continuing Japanese,lecture,,,,TBA ,,
SIL,Intermediate Japanese,lecture,,,,TBA ,,
THE,Production Technology,second meeting time,TR,0940,1055,0940 - 1055am,132,Cunningham Fine Arts
THE,Production Technology,lecture,TR,0940,1055,0940 - 1055am,130,Cunningham Fine Arts
THE,Leadrshp&Mgt in Arts,lecture,MWF,1430,1520,0230 - 0320pm,109,Cunningham Fine Arts
THE,Scene Painting,lecture,F,1030,1320,1030 - 0120pm,130,Cunningham Fine Arts
THE,Acting I,lecture,TR,0855,1055,0855 - 1055am,100,Cunningham Fine Arts
THE,Acting I,lecture,TR,1430,1620,0230 - 0420pm,100,Cunningham Fine Arts
THE,Adv Leadrshp&Mgt in Arts,lecture,MWF,1430,1520,0230 - 0320pm,109,Cunningham Fine Arts
THE,Acting II,lecture,MW,1230,1420,1230 - 0220pm,100,Cunningham Fine Arts
THE,August Wilson's Ten-Play Cycle,lecture,TR,1215,1330,1215 - 0130pm,1027,Chambers Building
THE,Technical Direction,lecture,,,,TBA ,,
THE,Advanced Theatre Making,second meeting time,MW,0930,1120,0930 - 1120am,132,Cunningham Fine Arts
THE,Advanced Theatre Making,lecture,MW,0930,1120,0930 - 1120am,100,Cunningham Fine Arts
THE,Honors Thesis,lecture,,,,TBA ,,
WRI,Connections and Conflicts II,second meeting time,R,1505,1620,0305 - 0420pm,HANCE,Chambers Building
WRI,Connections and Conflicts II,lecture,TR,0940,1055,0940 - 1055am,HANCE,Chambers Building
WRI,Writing with Gandhi,lecture,MWF,0830,0920,0830 - 0920am,3196,Chambers Building
WRI,Death,lecture,MWF,0930,1020,0930 - 1020am,2234,Chambers Building
WRI,#MeToo,lecture,TR,0940,1055,0940 - 1055am,2209,Chambers Building
WRI,Politics of Love,lecture,MW,0805,0920,0805 - 0920am,2196,Chambers Building
WRI,Here and There: Writing Place,lecture,MWF,1030,1120,1030 - 1120am,1096,Chambers Building
WRI,Bathing and Culture,lecture,MWF,1130,1220,1130 - 1220pm,B027,Chambers Building
WRI,Are Prisons Obsolete?,lecture,TR,1215,1330,1215 - 0130pm,1086,Chambers Building
WRI,Claiming Disability,lecture,TR,1215,1330,1215 - 0130pm,109,Watson Life Sciences Building
WRI,Dark Academia,lecture,MWF,1230,1320,1230 - 0120pm,3196,Chambers Building
WRI,Death,lecture,MWF,1030,1120,1030 - 1120am,2234,Chambers Building
WRI,"Mindfulness, Yoga and Qi",lecture,MWF,1430,1520,0230 - 0320pm,2187,Chambers Building
WRI,Facebook Friends,lecture,MW,1430,1545,0230 - 0345pm,HANCE,Chambers Building
WRI,"Nuclear Sci, Tech, & Policy",lecture,MWF,1430,1520,0230 - 0320pm,153,Dana Science Building
WRI,Navigating Academic Genre,lecture,TR,1215,1330,1215 - 0130pm,1045,Chambers Building
WRI,God and Evolution,lecture,MWF,1230,1320,1230 - 0120pm,2198,Chambers Building
